# module=highfre644
# component=frequency_window
# transition_family=bohr
# alpha=2.9999999999999999e-01
# bh_spin=6.9999999999999996e-01
# cloud_mass_fraction=5.0000000000000001e-03
# redshift=0.0000000000000000e+00
# luminosity_distance_m=3.0856775814913671e+19
# primary_mass_msun=1.0000000000000000e+00
# secondary_mass_msun=1.0000000000000002e-02
# transition_frequency_obs_hz=5.3809271737277893e+00
# time_frame=source_and_observer
# columns=t_source_s t_obs_s t_rel_obs_s h_backreacted_binary h_axion h_total h_pure_binary_template overlap_abs eccentricity mean_anomaly
1.124618001836511212e+03 1.124618001836511212e+03 2.485940315299967551e+01 1.301552734899181986e-20 -1.102045378002186169e-22 1.290532281119160094e-20 2.090123865386582986e-21 4.886442479252387505e-01 5.480829294385515249e-01 3.732199818502570997e+04
1.124619502690989748e+03 1.124619502690989748e+03 2.486090400747821150e+01 1.776074042509808931e-20 -1.147164287880007874e-22 1.764602399631008951e-20 2.137936615062926895e-21 4.886425091107098329e-01 5.480829141753154055e-01 3.732206362993173389e+04
1.124621003545468056e+03 1.124621003545468056e+03 2.486240486195652011e+01 1.925667219590198620e-20 -1.189322770036570733e-22 1.913773991889832877e-20 2.181371285314002173e-21 4.886407910951627298e-01 5.480828989120792860e-01 3.732212907483775052e+04
1.124622504399946592e+03 1.124622504399946592e+03 2.486390571643505609e+01 1.679126866580600019e-20 -1.228412063561099377e-22 1.666842745944989122e-20 2.220556242027507974e-21 4.886390938789300642e-01 5.480828836488431666e-01 3.732219451974377444e+04
1.124624005254424901e+03 1.124624005254424901e+03 2.486540657091336470e+01 1.151286841536096209e-20 -1.264331327348991837e-22 1.138643528262606312e-20 2.255605742179097913e-21 4.886374174623445699e-01 5.480828683856070471e-01 3.732225996464978380e+04
1.124625506108903437e+03 1.124625506108903437e+03 2.486690742539190069e+01 5.441824633334510433e-21 -1.296987900322764877e-22 5.312125843302233570e-21 2.286620740245746619e-21 4.886357618457378149e-01 5.480828531223709277e-01 3.732232540955580771e+04
1.124627006963381746e+03 1.124627006963381746e+03 2.486840827987020930e+01 1.318973845802135551e-22 -1.326297540374976178e-22 -7.323694572840627225e-25 2.313689590922592866e-21 4.886341270294420336e-01 5.480828378591348082e-01 3.732239085446182435e+04
1.124628507817860054e+03 1.124628507817860054e+03 2.486990913434851791e+01 -3.778053621536176526e-21 -1.352184641738414954e-22 -3.913272085710018186e-21 2.336888656620949742e-21 4.886325130137883499e-01 5.480828225958986888e-01 3.732245629936783371e+04
1.124630008672338590e+03 1.124630008672338590e+03 2.487140998882705389e+01 -6.296833545625285601e-21 -1.374582429972621294e-22 -6.434291788622547966e-21 2.356282826544107814e-21 4.886309197991068887e-01 5.480828073326626804e-01 3.732252174427385762e+04
1.124631509526816899e+03 1.124631509526816899e+03 2.487291084330536250e+01 -7.702063049631087899e-21 -1.393433134181715636e-22 -7.841406363049259792e-21 2.371925953421860235e-21 4.886293473857289404e-01 5.480827920694265609e-01 3.732258718917987426e+04
1.124633010381295435e+03 1.124633010381295435e+03 2.487441169778389849e+01 -8.309802079133228342e-21 -1.408688136058917471e-22 -8.450670892739119807e-21 2.383861212912568468e-21 4.886277957739839084e-01 5.480827768061904415e-01 3.732265263408589817e+04
1.124634511235773743e+03 1.124634511235773743e+03 2.487591255226220710e+01 -8.384046118883280909e-21 -1.420308095230655018e-22 -8.526076928406346787e-21 2.392121389635247602e-21 4.886262649642017508e-01 5.480827615429543220e-01 3.732271807899190753e+04
