distance_kpc\alpha,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3
2.261675949222864546e+01,6.392477309373407964e-16,6.504526612184848715e-15,3.235941509289750824e-14,1.274414282529605864e-13,1.575341948448608973e-12,5.428148267005097763e-04,3.687238743570511821e-03,1.959973776768073050e-02,8.665784493619292650e-02,3.166223418163683356e-01,8.676314984799734509e-01
2.616504698748823543e+01,5.525582351706154004e-16,5.622436453828349620e-15,2.797109857342218504e-14,1.101588746819986343e-13,1.361707088969433443e-12,4.692027646719593224e-04,3.187205889354571570e-03,1.694178326583388461e-02,7.490602397824570879e-02,2.736846357719628919e-01,7.499704830794670096e-01
3.027001653763464617e+01,4.776248525859734857e-16,4.859968074866504536e-15,2.417788928378450876e-14,9.522003823683908142e-14,1.177043624068834821e-12,4.055733623084609575e-04,2.754983359526043396e-03,1.464427859334841223e-02,6.474788788436754150e-02,2.365697866674037475e-01,6.482656824652294203e-01
3.501900461431712586e+01,4.128533162433707460e-16,4.200899357900101380e-15,2.089908369828540975e-14,8.230708336481162209e-14,1.017422692577460638e-12,3.505728537835711353e-04,2.381375278144460834e-03,1.265834252242436370e-02,5.596731428041299555e-02,2.044881467533012087e-01,5.603532466191474271e-01
4.051304969235381748e+01,3.568655605132433371e-16,3.631208095063511625e-15,1.806492263660378776e-14,7.114527674492281396e-14,8.794482330172608194e-13,3.030310598073349126e-04,2.058432837987527256e-03,1.094172269351640324e-02,4.837748952300232469e-02,1.767571537839208728e-01,4.843627689847064266e-01
4.686904192314192130e+01,3.084704016410484461e-16,3.138773654469524226e-15,1.561510708209917580e-14,6.149714211930925451e-14,7.601847297093759101e-13,2.619364911370097447e-04,1.779285183394916465e-03,9.457896662989212500e-03,4.181693409160547326e-02,1.527868089659249473e-01,4.186774920891758733e-01
5.422221006501592200e+01,2.666381943714024093e-16,2.713119104186081283e-15,1.349751527257378979e-14,5.315740779815586143e-14,6.570947573579060419e-13,2.264148283439688881e-04,1.537993227383530710e-03,8.175294859262674518e-03,3.614606698411314267e-02,1.320671242677225188e-01,3.618999097505293250e-01
6.272899858196250023e+01,2.304789254314668768e-16,2.345188307228721444e-15,1.166709376858603007e-14,4.594863934225343919e-14,5.679849953212241452e-13,1.957103199768173217e-04,1.329423292877834548e-03,7.066628915224701726e-03,3.124423602069565514e-02,1.141572720210158737e-01,3.128220340288683232e-01
7.257039612324216193e+01,1.992232777951221214e-16,2.027153245088462095e-15,1.008489890591711593e-14,3.971746450506424629e-14,4.909595629817719305e-13,1.691697033519337623e-04,1.149137889672523748e-03,6.108311086652800335e-03,2.700715087331616304e-02,9.867620596373682940e-02,2.703996943282335197e-01
8.395578619995120562e+01,1.722062628551875800e-16,1.752247470450952817e-15,8.717268238334739152e-15,3.433131011695532005e-14,4.243796833874656241e-13,1.462283058735543866e-04,9.933013033211291008e-04,5.279952404312582628e-03,2.334466420657327346e-02,8.529455417965192687e-02,2.337303218418900208e-01
9.712740198471178132e+01,1.488530722652133077e-16,1.514622145681827030e-15,7.535104342443494797e-15,2.967558148623195682e-14,3.668288169767910232e-13,1.263980311779944632e-04,8.585979872795117306e-04,4.563928882522357358e-03,2.017885372189012066e-02,7.372761145051708043e-02,2.020337466875953281e-01
1.123654800138751568e+02,1.286668484375936070e-16,1.309221604183240742e-15,6.513255747004188330e-15,2.565122430649882580e-14,3.170825235800308235e-13,1.092569744977304748e-04,7.421620220326027254e-04,3.945006554928149473e-03,1.744236429902407820e-02,6.372928192753467280e-02,1.746355991767258864e-01
1.299942224413247516e+02,1.112181135056865780e-16,1.131675787091129103e-15,5.629981815504125206e-15,2.217261719800128904e-14,2.740824114868866731e-13,9.444044630400798908e-05,6.415161403915679069e-04,3.410017359828965231e-03,1.507697496264777913e-02,5.508684324766238011e-02,1.509529620661465010e-01
1.503886946955410053e+02,9.613563184275310940e-17,9.782072668188890858e-16,4.866490196932045672e-15,1.916575004509818742e-14,2.369136193263166005e-13,8.163321324887597803e-05,5.545190216763959835e-04,2.947578979256402706e-03,1.303236018508265384e-02,4.761642069720906090e-02,1.304819685331395085e-01
1.739828052930365914e+02,8.309851173058063932e-17,8.455508792998720853e-16,4.206537003657271631e-15,1.656664937255545616e-14,2.047853516677780405e-13,7.056279132655507067e-05,4.793197334259749779e-04,2.547852671163518181e-03,1.126501917092126957e-02,4.115907513197007012e-02,1.127870820105053712e-01
2.012785375849938418e+02,7.182937813455482056e-17,7.308842550411757577e-16,3.636081209881665627e-15,1.432001725929774895e-14,1.770140542234213468e-13,6.099364856085124091e-05,4.143183513470585430e-04,2.202333942411523714e-03,9.737350343223278443e-03,3.557742142131348900e-02,9.749182980186002490e-02
2.328566298498196545e+02,6.208847133056591390e-17,6.317677709819326554e-16,3.142985917718002662e-15,1.237805483143109620e-14,1.530088706903470065e-13,5.272219387620201994e-05,3.581319196603763126e-04,1.903671608956462088e-03,8.416851340246422550e-03,3.075270547093919907e-02,8.427079332746215123e-02
2.693889309590175003e+02,5.366854582737922241e-17,5.460926455844830999e-16,2.716760135094772535e-15,1.069944530342196028e-14,1.322590718157657380e-13,4.557244553663147672e-05,3.095650276233820244e-04,1.645511393598509363e-03,7.275427502011523606e-03,2.658227763566284318e-02,7.284268458672780999e-02
3.116526944929429987e+02,4.639046105500655481e-17,4.720360728404248297e-16,2.348335571607993384e-15,9.248474930829096047e-15,1.143231892284757132e-13,3.939228699522504153e-05,2.675843762218777801e-04,1.422360733712260987e-03,6.288794134206016420e-03,2.297740876708243701e-02,6.296436153369386335e-02
3.605471154250506061e+02,4.009937000749115586e-17,4.080224406320802988e-16,2.029873703475501561e-15,7.994273172163233164e-15,9.881962285033873578e-14,3.405023049436446090e-05,2.312967939167915774e-04,1.229471922635680305e-03,5.435959832118367023e-03,1.986140243081659790e-02,5.442565503781620490e-02
4.171124612056524938e+02,3.466142475046919600e-17,3.526898083393724609e-16,1.754599002748131599e-15,6.910155893717669724e-15,8.541852205301178561e-14,2.943261955976019044e-05,1.999302337137452343e-04,1.062741098458408603e-03,4.698779871911818937e-03,1.716796312924436310e-02,4.704489736960556362e-02
